run,run_label,id,question,n_steps_evaluated,n_steps_in_cot,any_flip,flip_steps,n_flip_steps,best_step_idx_by_mass_shift,best_step_mass_shift,best_step_total_variation,best_step_efficacy_pct,mean_efficacy_pct,mean_specificity_pct,before_pred,after_pred_at_best_shift,correct,before_correct,after_correct_any,options
full,Full FUR,1032,Which requires energy to move?,4,4,True,"0,2",2,2,0.4349683986486685,0.7436336277701652,74.3178759921345,77.5255437761642,96.25,C,A,A,False,True,A): weasel | B): willow | C): mango | D): poison ivy
last_top1,Last-step top1,7-1044,are explosions safe?,1,5,False,,0,4,-0.001968874316516822,0.00989666208199465,99.68665636460669,99.68665636460669,95.0,A,A,A,True,True,A): they could harm living things | B): they are very safe | C): they cause nothing serious | D): none of these
last_top1,Last-step top1,7-1122,The lowest temperature on the trip was at,1,3,False,,0,2,-0.11451915980209892,0.11451915980209892,79.8418698987313,79.8418698987313,100.0,A,A,A,True,True,A): the mountain pass | B): the plain | C): the large hill | D): the canyon
last_top1,Last-step top1,7-1197,Bill's arm got cold when he put it inside the,1,10,False,,0,9,0.12252854837170801,0.12252854837170798,88.33336934633189,88.33336934633189,95.0,A,A,A,True,True,A): refrigerator | B): room | C): jacket | D): oven
last_top1,Last-step top1,7-140,A person can see,1,4,True,3,1,3,0.3967499673554514,0.4921560916039781,89.37741190744127,89.37741190744127,95.0,B,C,C,False,True,A): a radio recording | B): an emotion | C): a written message | D): an abstract idea
last_top1,Last-step top1,7-157,Ocean water contains,1,5,True,4,1,4,0.7921118008000622,0.7936421599556112,79.8418698987313,79.8418698987313,100.0,D,B,D,True,False,A): copious amounts of seltzer | B): scant amounts of sodium chloride | C): scant amounts of carbonation | D): copious amounts of the combination of Na and Cl
last_top1,Last-step top1,7-238,Shining a light through a diamond can,1,9,True,8,1,8,0.3639199930137396,0.6254460988533042,82.89201718286574,82.89201718286574,95.0,D,A,B,False,False,A): make a lot of bright lights shine | B): summon a brilliant wave of color | C): heat up a room | D): make a lot of money
last_top1,Last-step top1,7-391,Animals are drawn to,1,5,False,,0,4,0.027282416515621355,0.10048275328633094,91.12449543634658,91.12449543634658,90.0,C,C,C,True,True,A): gold | B): houses | C): feeders | D): Carbon Dioxide
last_top1,Last-step top1,7-414,"As gasoline costs rise, alternative fuels are being used, which means that",1,4,False,,0,3,0.08628711771242659,0.08647587010255676,82.62260565495548,82.62260565495548,95.0,D,D,D,True,True,A): wind power will be expensive | B): gas costs will rise | C): oil costs will be maintained | D): gasoline will be needed less
last_top1,Last-step top1,7-49,A rabbit may enjoy,1,3,False,,0,2,0.40722986882595646,0.40722986882595646,91.91876113231778,91.91876113231778,95.0,C,C,C,True,True,A): meat | B): compost | C): peas | D): pebbles
last_top1,Last-step top1,7-511,It's easier for human's to survive in:,1,6,True,5,1,5,0.07213924003950745,0.1866318398674533,85.01974971358183,85.01974971358183,95.0,C,A,C,True,False,A): a cave | B): the ocean. | C): a town | D): alone
last_top1,Last-step top1,7-52,Human reproduction requires,1,4,False,,0,3,0.017026030348526233,0.0193997727145402,95.50211320221104,95.50211320221104,95.0,D,D,D,True,True,A): eggs with shells | B): nest incubation | C): a nest | D): a womb
last_top1,Last-step top1,7-664,If bacon is left too long on a hot stove top,1,5,False,,0,4,0.3653830655143765,0.36538306551437644,80.76497788389526,80.76497788389526,95.0,B,B,C,False,False,A): it will be cooked perfectly | B): it will be bacteria laden | C): it will become blackened | D): it will be left raw
last_top1,Last-step top1,7-671,"If a UFO is flying overhead and looks small, then large, then",1,6,True,5,1,5,0.6822265262692673,0.6822265262692673,85.70574531881294,85.70574531881294,85.0,C,B,C,True,False,A): the UFO is calling | B): the UFO had been close | C): the UFO is approaching | D): the UFO is leaving
last_top1,Last-step top1,7-891,A recyclable material can be,1,4,True,3,1,3,0.3253978907445791,0.4703707476014852,79.92045900016946,79.92045900016946,100.0,A,D,D,False,True,A): transformed | B): traded | C): thrown away | D): used more times
last_top1,Last-step top1,7-903,The main component in dirt is,1,6,False,,0,5,-0.06896506588146123,0.06896506588146122,86.0368713718601,86.0368713718601,95.0,A,A,B,False,False,A): microorganisms | B): broken stones | C): pollution | D): bacteria
last_top1,Last-step top1,7-942,Cold-blooded animals are often,1,8,False,,0,7,0.05035663460927109,0.05035663460927112,89.37741190744127,89.37741190744127,95.0,D,D,C,False,False,A): fast | B): large | C): hairless | D): slow
last_top1,Last-step top1,7-988,Plant growth may cause,1,8,False,,0,7,0.18246749979451027,0.18246749979451027,77.42396521311974,77.42396521311974,95.0,C,C,A,False,False,A): an uptick in the number of leaves | B): a surge in leaf disease | C): a gradual decrease in leaves | D): a rapid decline of the leaves
last_top1,Last-step top1,758,A positive effect of burning biofuel is,1,5,False,,0,4,0.032563081988960185,0.03256308198896017,94.35838604962227,94.35838604962227,90.0,C,C,C,True,True,A): shortage of crops for the food supply | B): an increase in air pollution | C): powering the lights in a home | D): deforestation in the amazon to make room for crops
last_top1,Last-step top1,788,Owls are likely to hunt at,1,3,False,,0,2,0.14515089002892345,0.14515089002892348,81.21055669129983,81.21055669129983,95.0,B,B,B,True,True,A): 3pm | B): 2am | C): 6pm | D): 7am
last_top1,Last-step top1,8-125,"A prisoner is kept in a stone room, unable to see the sun. The prisoner knows that he needs vitamin D to survive, so he",1,4,True,3,1,3,0.5084827767032855,0.5084827767032855,80.83996812836007,80.83996812836007,100.0,A,D,A,True,False,A): asks for milk | B): asks for television | C): asks for water | D): asks for sleep
last_top1,Last-step top1,8-201,A red-tailed hawk is searching for prey. It is most likely to swoop down on,1,14,True,13,1,13,0.5209065898826981,0.531105147912696,81.71736986789908,81.71736986789908,85.0,D,C,C,False,True,A): an eagle | B): a cow | C): a gecko | D): a deer
last_top1,Last-step top1,8-257,Which of these is a hypothesis?,1,6,False,,0,5,-0.010993879602584578,0.025873813059202177,92.9788979985012,92.9788979985012,95.0,A,A,A,True,True,A): The ice caps will completely melt if global warming continues | B): The earth is round | C): The earth revolves around the sun | D): Gravity causes objects to fall
last_top1,Last-step top1,8-308,Some blind people have demonstrated bat-like skills by:,1,6,False,,0,5,-0.17250112819877172,0.18444936195731465,97.55454136530511,97.55454136530511,100.0,A,A,D,False,False,A): sensing shapes by light and shadows | B): having a unusually strong sense of smell | C): sensing nearby objects by temperature change | D): using sound to 'see'
last_top1,Last-step top1,8-343,"A person wants to start saving money so that they can afford a nice vacation at the end of the year. After looking over their budget and expenses, they decide the best way to save money is to",1,5,False,,0,4,0.07537600034700631,0.07537600034700631,93.30041766772024,93.30041766772024,95.0,B,B,B,True,True,A): make more phone calls | B): quit eating lunch out | C): buy less with monopoly money | D): have lunch with friends
last_top1,Last-step top1,8-35,which of these would stop a car quicker?,1,11,False,,0,10,-0.023640018223313852,0.07923787207612853,99.98511393612355,99.98511393612355,100.0,A,A,D,False,False,A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads
last_top1,Last-step top1,8-393,"A construction group wants to put a shopping center in town, but the only place available is a small nature park with a trail. Deer and other wildlife frequent the park, since it is the only place in the city where trees and fresh water are available for them. The construction group decides to build the shopping center, which means that",1,7,False,,0,6,0.04621260348340295,0.04621260348340297,88.0099584312134,88.0099584312134,100.0,D,D,D,True,True,A): the deer are moved to a zoo | B): the trail is expanded | C): the mall has a nature park in it | D): the wildlife environment is destroyed
last_top1,Last-step top1,8-395,Overpopulation can cause,1,3,False,,0,2,-0.10685750181675469,0.1296291173164383,99.8039145634595,99.8039145634595,90.0,C,C,B,False,False,A): More fresh water for people to drink | B): Lower Life Expectancy in Countries | C): More food for more people | D): More space for places to people to live
last_top1,Last-step top1,8-41,Tadpoles start their lives as,1,6,False,,0,5,0.007567399442925615,0.010024166758519977,98.22478740783714,98.22478740783714,95.0,B,B,A,False,False,A): Water animals | B): Frogs | C): Ants | D): College Students
last_top1,Last-step top1,8-464,An electric car runs on electricity via,1,2,True,1,1,1,0.2160016576949415,0.21600165769494148,92.22834853162153,92.22834853162153,100.0,B,C,C,False,True,A): gasoline | B): a power station | C): electrical conductors | D): fuel
last_top1,Last-step top1,8-466,What is the best way to guess a babies eye color?,1,9,False,,0,8,-0.14589085442196692,0.14848810855338515,95.24928474843205,95.24928474843205,90.0,A,A,D,False,False,A): The surroundings they are born in. | B): Their parents usual diet. | C): Just take a random guess. | D): The genealogy records of their family.
last_top1,Last-step top1,8-53,the dashboard reading in a jaguar would likely be set to which of these?,1,12,False,,0,11,-0.009491105068692773,0.035348966075112426,95.35933494870397,95.35933494870397,90.0,C,C,C,True,True,A): set to calories | B): set to volume | C): set to kilometers | D): set to width
last_top1,Last-step top1,8-63,Beak shape can influence a bird's ability,1,6,True,5,1,5,0.38857780985250934,0.6958275575407606,84.66450331550716,84.66450331550716,95.0,D,A,D,True,False,A): to give birth to live young | B): to mate with it's partner | C): to fly to warmer climates | D): to chew up certain worms
last_top1,Last-step top1,8-93,Over a period of time the weather can change,1,4,True,3,1,3,0.2507805594771089,0.29252894853024214,83.15725187218158,83.15725187218158,95.0,B,C,C,False,True,A): The color of my hair | B): The way I walk | C): The size of a statue | D): The sound a computer makes
last_top1,Last-step top1,880,Predators eat,1,12,False,,0,11,0.1692050234328073,0.2851307018261064,97.94071736650012,97.94071736650012,95.0,A,A,C,False,False,A): lions | B): humans | C): bunnies | D): grass
last_top1,Last-step top1,889,An animal that only eats plants is a,1,6,True,5,1,5,0.693823898322844,0.693823898322844,91.39756600416064,91.39756600416064,90.0,B,C,B,True,False,A): rat | B): moth | C): chimpanzee | D): pig
last_top1,Last-step top1,9-1164,A cheetah that runs all day will find it has lost a lot of,1,4,False,,0,3,0.4591387214096587,0.4591387214096588,87.18671291561655,87.18671291561655,90.0,C,C,B,False,False,A): blood | B): water | C): prey | D): spots
last_top1,Last-step top1,9-1180,Mosquitoes enjoy all the people at a BBQ in the summer for what reason?,1,12,False,,0,11,-0.0004758730736587058,0.0004758730736587041,95.67442453948122,95.67442453948122,90.0,B,B,B,True,True,A): steak | B): blood | C): nice weather | D): taking food
last_top1,Last-step top1,9-149,"When the eggs hatch, the offspring are",1,6,False,,0,5,0.039087710739044934,0.03908771073904489,96.52430247327771,96.52430247327771,100.0,C,C,C,True,True,A): killed | B): hurt | C): born | D): cold
last_top1,Last-step top1,9-163,A Mola Mola might live where?,1,6,True,5,1,5,0.12049405203983671,0.21433488895157188,93.97102847802987,93.97102847802987,90.0,B,D,C,False,False,A): Lake Michigan | B): The Mississippi River | C): Bay of Bengal | D): Lake Eerie
last_top1,Last-step top1,9-227,The surface of the moon contains,1,5,True,4,1,4,0.4398395142254915,0.44203005812162216,93.55707463636479,93.55707463636479,90.0,C,B,C,True,False,A): dogs | B): water | C): high peaks | D): humans
last_top1,Last-step top1,9-229,A bat flew through the sky without hitting anything due to which of these?,1,4,False,,0,3,-0.07159137466536858,0.07159137466536857,84.66450331550716,84.66450331550716,95.0,D,D,D,True,True,A): rainy sky to fly in | B): fast truck to drive | C): a car with gasoline | D): surfaces to reflect sound off
last_top1,Last-step top1,9-271,what system is needed for a body to get its needed supply of the gas humans breathe in?,1,7,False,,0,6,0.10507596585253609,0.10507596585253609,91.12449543634658,91.12449543634658,95.0,A,A,A,True,True,A): the circulatory system | B): the digestive system | C): the school system | D): central nervous system
last_top1,Last-step top1,9-29,What could be a positive aspect of a tree being cut down?,1,8,False,,0,7,0.18723141406129307,0.18736171813346816,95.3229377616041,95.3229377616041,95.0,A,A,A,True,True,A): the plants that were under the tree will have access to more light | B): the squirrels that were in that tree will have an easier time getting to their home | C): Plants under the tree will get cooled off by the shade | D): The sun will shine brighter than before
last_top1,Last-step top1,9-298,An example of conservation is avoiding the use of,1,1,False,,0,0,-0.3007782500590879,0.30747304751935156,99.32092066276287,99.32092066276287,75.0,B,B,A,False,False,A): gasoline | B): air | C): snow | D): clothes
last_top1,Last-step top1,9-350,The salamander could eat a large amounts of what?,1,8,False,,0,7,-0.29687712413308576,0.3038590044892331,89.62348389557117,89.62348389557117,100.0,C,C,D,False,False,A): fettuccine if left around | B): waxy leaves from certain plants | C): dead carcass meat from livestock | D): six legged winged organisms
last_top1,Last-step top1,9-368,Birds carrying away fruit helps the tree,1,6,True,5,1,5,0.4987670925466009,0.49876709254660084,88.05670317332803,88.05670317332803,100.0,B,A,C,False,False,A): grow | B): fertilize | C): reproduce | D): conquer
last_top1,Last-step top1,9-409,Every evening a child can look into the night sky and see that the moon is,1,6,False,,0,5,-0.4301368661156124,0.4301368661156124,88.51424368960568,88.51424368960568,90.0,D,D,D,True,True,A): gone | B): breaking | C): falling | D): moving upwards
last_top1,Last-step top1,9-540,"If a person puts out four apples around their home on the same day, the molecules in which apple would be moving the most rapidly?",1,5,False,,0,4,-0.010278582608351683,0.014639741935842727,84.0536065769052,84.0536065769052,100.0,A,A,A,True,True,A): the apple sitting on a sunny sidewalk | B): the apple in the freezer | C): the apple sitting on the shaded stoop | D): the apple in a closet
last_top1,Last-step top1,9-655,"if the earth was a living room, what can be done to melt the glaciers?",1,4,False,,0,3,0.011375015231690488,0.014365865046542194,94.80270168383701,94.80270168383701,100.0,A,A,A,True,True,A): someone would turn up the room heater | B): someone would turn up the air conditioner | C): someone would turn up the music | D): someone would turn on the light
last_top1,Last-step top1,9-675,"A person wants to be able to have more natural power in their home. They choose to cease using a traditional electric company to source this electricity, and so decide to install",1,8,False,,0,7,0.005374343868142617,0.005374343868142633,73.50263786431033,73.50263786431033,95.0,C,C,C,True,True,A): sun grafts | B): sunlight shields | C): panels collecting sunlight | D): solar bees
last_top1,Last-step top1,9-794,As the rain forest is deforested the atmosphere will increase with,1,8,False,,0,7,-0.011603295653996981,0.012180990556568959,91.05488399129757,91.05488399129757,95.0,C,C,C,True,True,A): oxygen | B): nitrogen | C): carbon | D): rain
random_top1,Random top1,1032,Which requires energy to move?,1,4,False,,0,0,0.05770212152676113,0.1406221302308391,95.62343602474063,95.62343602474063,95.0,C,C,A,False,False,A): weasel | B): willow | C): mango | D): poison ivy
random_top1,Random top1,1129,There is most likely going to be fog around:,1,5,False,,0,2,0.03212462834267865,0.09188550338348506,90.02100198496345,90.02100198496345,100.0,C,C,A,False,False,A): a marsh | B): a tundra | C): the plains | D): a desert
random_top1,Random top1,1180,What is different about birth in humans and chickens?,1,7,False,,0,6,0.0016472951893246046,0.016184287104440517,99.30481676036152,99.30481676036152,85.0,B,B,D,False,False,A): Mother | B): Fertilization | C): Father | D): the hard shell
random_top1,Random top1,1184,Seeds provide new plants with,1,9,False,,0,0,0.051681746036390974,0.05168174603639099,89.60319745802943,89.60319745802943,90.0,B,B,A,False,False,A): life sustaining elements | B): essentials for photosynthesis | C): water and hydrogen | D): storage for roots
random_top1,Random top1,1189,What can feathers on Spheniscidae be used for?,1,4,False,,0,2,-0.043803336529314785,0.043803336529314785,82.07098794498813,82.07098794498813,95.0,B,B,A,False,False,A): keeping warm | B): flying | C): sleeping | D): eating
random_top1,Random top1,1204,Which of these situations is an example of pollutants?,1,6,False,,0,2,0.002141844658960057,0.0027480904221452848,87.77347605110441,87.77347605110441,100.0,A,A,A,True,True,A): plastic bags floating in the ocean | B): mallard ducks floating on a lake | C): cottonwood seeds floating in the air | D): cirrus clouds floating in the sky
random_top1,Random top1,1215,A fallen leaf,1,7,False,,0,2,0.007343283751671148,0.007343283751671124,82.21051262373308,82.21051262373308,95.0,C,C,C,True,True,A): will turn into a tree | B): will become bright green | C): will begin to recycle the nutrients that made up its structure | D): is likely to continue to grow
random_top1,Random top1,1272,Inherited behavior is exhibited when,1,7,True,5,1,5,0.39220875366934627,0.5589283675004071,90.55207457189076,90.55207457189076,90.0,B,D,A,False,False,A): bears take a long winter sleep | B): dogs sit on command | C): seals clap for their trainers | D): rats navigate thru a maze
random_top1,Random top1,1309,They studied the soil by using,1,6,True,2,1,2,0.6075881804571799,0.8795285727496478,96.52430247327771,96.52430247327771,95.0,A,D,D,False,True,A): plants | B): a telescope | C): roots | D): a microscope
random_top1,Random top1,132,What would happen when balloons heat up?,1,4,False,,0,1,0.18800286269123434,0.2364733960902702,90.25216522500516,90.25216522500516,90.0,A,A,A,True,True,A): they get bigger | B): they get smaller | C): nothing happens | D): they fall down
random_top1,Random top1,1426,To grow plants require,1,6,False,,0,2,0.014033998766993294,0.014033998766993308,96.95657755641199,96.95657755641199,95.0,C,C,C,True,True,A): acid rain | B): pesticides | C): shafts of sunlight | D): moonbeam rays
random_top1,Random top1,1582,A tool used to identify the percent chance of a trait being passed down has at least,1,7,False,,0,6,-0.017900246425560595,0.033697165541887356,73.9134413873715,73.9134413873715,100.0,B,B,A,False,False,A): four boxes | B): eight boxes | C): two boxes | D): six boxes
random_top1,Random top1,1618,The chance of wildfires is increased by,1,5,False,,0,4,0.0005961813668180493,0.016065022893216638,90.40329139550015,90.40329139550015,95.0,A,A,A,True,True,A): parched foliage | B): torrential rain | C): lush foliage | D): careful fire maintenance
random_top1,Random top1,163,The transportation with the most mass is likely a,1,6,True,1,1,1,0.2700414351427237,0.5504724409321369,80.68969413591216,80.68969413591216,90.0,C,D,A,False,False,A): commercial plane | B): private plane | C): bus | D): private car
random_top1,Random top1,1674,A girl and her mom have the same,1,5,False,,0,2,0.09468405738249153,0.09468405738249154,90.05990641128251,90.05990641128251,100.0,A,A,C,False,False,A): date of birth | B): shirt | C): number of toenails | D): hair length
random_top1,Random top1,1702,How can we see that the coloration of fur is an inherited characteristic?,1,4,True,1,1,1,0.7908956787718907,0.7908956787718906,84.54422552430152,84.54422552430152,100.0,B,C,B,True,False,A): puppies have soft fur | B): kittens look like their parents | C): all mammals are born with fur | D): baby rats are mostly bald
random_top1,Random top1,1759,Thermometers,1,9,False,,0,7,-0.001230809373735653,0.0012308093737356828,73.9134413873715,73.9134413873715,90.0,A,A,A,True,True,A): can help you monitor a fever | B): indicate levels of mercury in the blood | C): read exactly at 98.6 degrees | D): are used only for babies
random_top1,Random top1,1923,When trying to pull a rose out of the ground why do you encounter resistance?,1,8,False,,0,0,-0.214582246224035,0.2179712078615986,94.923096969658,94.923096969658,85.0,B,B,A,False,False,A): roots | B): tensile strength | C): plant temperature | D): plant color
random_top1,Random top1,266,What is used for sensing visual things?,1,5,False,,0,1,0.30992132341736256,0.3340185661622046,94.78236003336916,94.78236003336916,95.0,D,D,D,True,True,A): nerves | B): tibia | C): nostril | D): cornea
random_top1,Random top1,326,December 21st through March 20 is a three month period which is an example of what?,1,8,False,,0,1,0.0022070212899656383,0.020758111967717215,91.33009627811923,91.33009627811923,95.0,C,C,C,True,True,A): A session | B): A Match | C): A Season | D): Autumn
random_top1,Random top1,359,What is a more comfortable color to have for your automobile upholstery if living in a desert?,1,5,True,3,1,3,0.7439757847848266,0.7439757847848266,81.9303689606251,81.9303689606251,95.0,A,C,A,True,False,A): ecru | B): red | C): black | D): navy
random_top1,Random top1,508,"To improve health, what is a good strategy?",1,5,True,2,1,2,0.6665265315915816,0.6665265315915816,89.46007754381357,89.46007754381357,90.0,D,B,D,True,False,A): high risk lifestyle | B): restaurant food | C): business trip | D): a spa trip
random_top1,Random top1,530,"When it's flying, a plane has no friction with the",1,12,False,,0,1,0.0437976964366652,0.0437976964366652,84.17770239505016,84.17770239505016,90.0,C,C,B,False,False,A): wings | B): ground | C): air | D): clouds
random_top1,Random top1,591,"When looking for good soil for plants, typically what is optimal?",1,10,False,,0,7,-0.016115876143508734,0.016115876143508706,87.58093631492906,87.58093631492906,90.0,A,A,A,True,True,A): malleable and nutritious | B): dry and sandy | C): grainy and bitter | D): compact and hard
random_top1,Random top1,695,Some berries may be eaten by,1,4,True,1,1,1,0.7508407641216536,0.7508407641216537,95.99949666886207,95.99949666886207,90.0,A,B,A,True,False,A): a bear or person | B): a bear or shark | C): a bear or lion | D): a bear or wolf
random_top1,Random top1,7-1044,are explosions safe?,1,5,False,,0,3,0.4039253375074692,0.4039253375074692,99.03483365476032,99.03483365476032,90.0,A,A,A,True,True,A): they could harm living things | B): they are very safe | C): they cause nothing serious | D): none of these
random_top1,Random top1,7-1122,The lowest temperature on the trip was at,1,3,False,,0,1,-0.07351957144352755,0.09129863142885103,90.55207457189076,90.55207457189076,100.0,A,A,A,True,True,A): the mountain pass | B): the plain | C): the large hill | D): the canyon
random_top1,Random top1,7-1140,The summer solstice in the northern hemisphere is four months before,1,7,False,,0,2,0.04173908205737453,0.07927740243308296,83.02515256139138,83.02515256139138,90.0,B,B,D,False,False,A): May | B): July | C): April | D): October
random_top1,Random top1,7-140,A person can see,1,4,True,1,1,1,0.21825102042419908,0.25552586117744075,91.66223507384336,91.66223507384336,95.0,B,C,C,False,True,A): a radio recording | B): an emotion | C): a written message | D): an abstract idea
random_top1,Random top1,7-157,Ocean water contains,1,5,False,,0,1,-0.1344467337302787,0.13444673373027868,87.91591936968007,87.91591936968007,90.0,D,D,D,True,True,A): copious amounts of seltzer | B): scant amounts of sodium chloride | C): scant amounts of carbonation | D): copious amounts of the combination of Na and Cl
random_top1,Random top1,7-238,Shining a light through a diamond can,1,9,False,,0,2,-0.12294691709468575,0.22350627017389035,90.09865916361737,90.09865916361737,100.0,D,D,B,False,False,A): make a lot of bright lights shine | B): summon a brilliant wave of color | C): heat up a room | D): make a lot of money
random_top1,Random top1,7-391,Animals are drawn to,1,5,True,1,1,1,0.5044631125074602,0.5044631125074602,98.05031038914021,98.05031038914021,90.0,C,D,C,True,False,A): gold | B): houses | C): feeders | D): Carbon Dioxide
random_top1,Random top1,7-414,"As gasoline costs rise, alternative fuels are being used, which means that",1,4,False,,0,3,0.08628711771242659,0.08647587010255676,82.62260565495548,82.62260565495548,95.0,D,D,D,True,True,A): wind power will be expensive | B): gas costs will rise | C): oil costs will be maintained | D): gasoline will be needed less
random_top1,Random top1,7-49,A rabbit may enjoy,1,3,True,0,1,0,0.7455620246166826,0.7914074237935356,96.08452828633422,96.08452828633422,85.0,C,A,C,True,False,A): meat | B): compost | C): peas | D): pebbles
random_top1,Random top1,7-511,It's easier for human's to survive in:,1,6,True,2,1,2,0.3839076247633804,0.486637712927825,87.91591936968007,87.91591936968007,90.0,C,B,C,True,False,A): a cave | B): the ocean. | C): a town | D): alone
random_top1,Random top1,7-52,Human reproduction requires,1,4,False,,0,3,0.017026030348526233,0.0193997727145402,95.50211320221104,95.50211320221104,95.0,D,D,D,True,True,A): eggs with shells | B): nest incubation | C): a nest | D): a womb
random_top1,Random top1,7-664,If bacon is left too long on a hot stove top,1,5,False,,0,0,-0.012115439600986044,0.013955122365635465,93.14154165118899,93.14154165118899,100.0,B,B,C,False,False,A): it will be cooked perfectly | B): it will be bacteria laden | C): it will become blackened | D): it will be left raw
random_top1,Random top1,7-671,"If a UFO is flying overhead and looks small, then large, then",1,6,False,,0,3,-0.016618452950311724,0.030891935949483564,98.00407483243194,98.00407483243194,95.0,C,C,C,True,True,A): the UFO is calling | B): the UFO had been close | C): the UFO is approaching | D): the UFO is leaving
random_top1,Random top1,7-891,A recyclable material can be,1,4,True,1,1,1,0.2673972418880388,0.482128376568449,95.17447186907204,95.17447186907204,95.0,A,B,D,False,False,A): transformed | B): traded | C): thrown away | D): used more times
random_top1,Random top1,7-903,The main component in dirt is,1,6,False,,0,4,0.1998710683102659,0.1998710683102659,88.33336934633189,88.33336934633189,100.0,A,A,B,False,False,A): microorganisms | B): broken stones | C): pollution | D): bacteria
random_top1,Random top1,7-942,Cold-blooded animals are often,1,8,False,,0,1,0.10076115409943409,0.1013603017261567,90.98472657691836,90.98472657691836,100.0,D,D,C,False,False,A): fast | B): large | C): hairless | D): slow
random_top1,Random top1,7-988,Plant growth may cause,1,8,True,3,1,3,0.2813416120194099,0.2813416120194099,89.78435686666057,89.78435686666057,100.0,C,A,A,False,True,A): an uptick in the number of leaves | B): a surge in leaf disease | C): a gradual decrease in leaves | D): a rapid decline of the leaves
random_top1,Random top1,758,A positive effect of burning biofuel is,1,5,False,,0,1,-0.003312037402756207,0.0033120374027562466,93.03353664775798,93.03353664775798,100.0,C,C,C,True,True,A): shortage of crops for the food supply | B): an increase in air pollution | C): powering the lights in a home | D): deforestation in the amazon to make room for crops
random_top1,Random top1,788,Owls are likely to hunt at,1,3,False,,0,2,0.14515089002892345,0.14515089002892348,81.21055669129983,81.21055669129983,95.0,B,B,B,True,True,A): 3pm | B): 2am | C): 6pm | D): 7am
random_top1,Random top1,8-125,"A prisoner is kept in a stone room, unable to see the sun. The prisoner knows that he needs vitamin D to survive, so he",1,4,True,3,1,3,0.5084827767032855,0.5084827767032855,80.83996812836007,80.83996812836007,100.0,A,D,A,True,False,A): asks for milk | B): asks for television | C): asks for water | D): asks for sleep
random_top1,Random top1,8-257,Which of these is a hypothesis?,1,6,True,0,1,0,0.6612236819723392,0.661223681972339,91.08975769366243,91.08975769366243,95.0,A,D,A,True,False,A): The ice caps will completely melt if global warming continues | B): The earth is round | C): The earth revolves around the sun | D): Gravity causes objects to fall
random_top1,Random top1,8-308,Some blind people have demonstrated bat-like skills by:,1,6,True,4,1,4,0.27157701107501353,0.2715770110750136,83.67544875460415,83.67544875460415,100.0,A,D,D,False,True,A): sensing shapes by light and shadows | B): having a unusually strong sense of smell | C): sensing nearby objects by temperature change | D): using sound to 'see'
random_top1,Random top1,8-343,"A person wants to start saving money so that they can afford a nice vacation at the end of the year. After looking over their budget and expenses, they decide the best way to save money is to",1,5,False,,0,4,0.07537600034700631,0.07537600034700631,93.30041766772024,93.30041766772024,95.0,B,B,B,True,True,A): make more phone calls | B): quit eating lunch out | C): buy less with monopoly money | D): have lunch with friends
random_top1,Random top1,8-35,which of these would stop a car quicker?,1,11,False,,0,5,-0.14858483322406923,0.16035551275536927,92.8683317302242,92.8683317302242,90.0,A,A,D,False,False,A): a wheel with wet brake pads | B): a wheel without brake pads | C): a wheel with worn brake pads | D): a wheel with dry brake pads
random_top1,Random top1,8-393,"A construction group wants to put a shopping center in town, but the only place available is a small nature park with a trail. Deer and other wildlife frequent the park, since it is the only place in the city where trees and fresh water are available for them. The construction group decides to build the shopping center, which means that",1,7,False,,0,0,0.06639485998714734,0.06639485998714735,85.98222123159245,85.98222123159245,90.0,D,D,D,True,True,A): the deer are moved to a zoo | B): the trail is expanded | C): the mall has a nature park in it | D): the wildlife environment is destroyed
random_top1,Random top1,8-395,Overpopulation can cause,1,3,False,,0,0,-0.10466063989928298,0.19544428519767595,93.68169209356077,93.68169209356077,90.0,C,C,B,False,False,A): More fresh water for people to drink | B): Lower Life Expectancy in Countries | C): More food for more people | D): More space for places to people to live
random_top1,Random top1,8-41,Tadpoles start their lives as,1,6,False,,0,1,-0.21299091164389472,0.21385728823085207,93.9945332104692,93.9945332104692,90.0,B,B,A,False,False,A): Water animals | B): Frogs | C): Ants | D): College Students
random_top1,Random top1,8-464,An electric car runs on electricity via,1,2,False,,0,0,-0.3072777355060219,0.3262638699664858,96.31456363203735,96.31456363203735,90.0,B,B,C,False,False,A): gasoline | B): a power station | C): electrical conductors | D): fuel
random_top1,Random top1,8-53,the dashboard reading in a jaguar would likely be set to which of these?,1,12,False,,0,5,-0.05473113916215555,0.054731139162155565,90.09865916361737,90.09865916361737,90.0,C,C,C,True,True,A): set to calories | B): set to volume | C): set to kilometers | D): set to width
random_top1,Random top1,8-63,Beak shape can influence a bird's ability,1,6,True,5,1,5,0.38857780985250934,0.6958275575407606,84.66450331550716,84.66450331550716,95.0,D,A,D,True,False,A): to give birth to live young | B): to mate with it's partner | C): to fly to warmer climates | D): to chew up certain worms
random_top1,Random top1,8-93,Over a period of time the weather can change,1,4,True,0,1,0,0.17925022846858052,0.35048455210701723,92.72767217730197,92.72767217730197,100.0,B,D,C,False,False,A): The color of my hair | B): The way I walk | C): The size of a statue | D): The sound a computer makes
